directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,times_crashed,reference_trajectory_filename,playercursor_movement_filename
traffic_jam/P_200415155137/S001,traffic_jam,P_200415155137,1,1,1,1,1.62571,4.041599,0,reference_trajectory_T001.csv,playercursor_movement_T001.csv



