timestamp,log_type,message
0,Log,Loaded: C:\Users\andrea\Desktop\MyPam Suite Working Folder\MyPam-Suite\Participant Data and Results\participant_list.csv
3.781835,Log,Updating: C:\Users\andrea\Desktop\MyPam Suite Working Folder\MyPam-Suite\Participant Data and Results\participant_list.csv
3.807212,Exception,NullReferenceException: Object reference not set to an instance of an object
3.823794,Exception,NullReferenceException: Object reference not set to an instance of an object
3.840701,Exception,NullReferenceException: Object reference not set to an instance of an object
3.856915,Exception,NullReferenceException: Object reference not set to an instance of an object
3.873483,Exception,NullReferenceException: Object reference not set to an instance of an object
3.890047,Exception,NullReferenceException: Object reference not set to an instance of an object
3.917568,Exception,NullReferenceException: Object reference not set to an instance of an object
3.934219,Exception,NullReferenceException: Object reference not set to an instance of an object
3.950933,Exception,NullReferenceException: Object reference not set to an instance of an object
3.967318,Exception,NullReferenceException: Object reference not set to an instance of an object
3.984059,Exception,NullReferenceException: Object reference not set to an instance of an object
4.000603,Exception,NullReferenceException: Object reference not set to an instance of an object
4.016969,Exception,NullReferenceException: Object reference not set to an instance of an object
4.034017,Exception,NullReferenceException: Object reference not set to an instance of an object
4.050102,Exception,NullReferenceException: Object reference not set to an instance of an object
4.066669,Exception,NullReferenceException: Object reference not set to an instance of an object
4.083236,Exception,NullReferenceException: Object reference not set to an instance of an object
4.099802,Exception,NullReferenceException: Object reference not set to an instance of an object
4.116369,Exception,NullReferenceException: Object reference not set to an instance of an object
4.133152,Exception,NullReferenceException: Object reference not set to an instance of an object
4.149503,Exception,NullReferenceException: Object reference not set to an instance of an object
4.166069,Exception,NullReferenceException: Object reference not set to an instance of an object
4.182774,Exception,NullReferenceException: Object reference not set to an instance of an object
4.199203,Exception,NullReferenceException: Object reference not set to an instance of an object
4.216261,Exception,NullReferenceException: Object reference not set to an instance of an object
4.232336,Exception,NullReferenceException: Object reference not set to an instance of an object
4.249691,Exception,NullReferenceException: Object reference not set to an instance of an object
4.265469,Exception,NullReferenceException: Object reference not set to an instance of an object
4.282199,Exception,NullReferenceException: Object reference not set to an instance of an object
4.298837,Exception,NullReferenceException: Object reference not set to an instance of an object
4.315169,Exception,NullReferenceException: Object reference not set to an instance of an object
4.332103,Exception,NullReferenceException: Object reference not set to an instance of an object
4.348301,Exception,NullReferenceException: Object reference not set to an instance of an object
4.365745,Exception,NullReferenceException: Object reference not set to an instance of an object
4.381436,Exception,NullReferenceException: Object reference not set to an instance of an object
4.3989,Exception,NullReferenceException: Object reference not set to an instance of an object
4.414569,Exception,NullReferenceException: Object reference not set to an instance of an object
4.431529,Exception,NullReferenceException: Object reference not set to an instance of an object
4.447703,Exception,NullReferenceException: Object reference not set to an instance of an object
4.464622,Exception,NullReferenceException: Object reference not set to an instance of an object
4.480835,Exception,NullReferenceException: Object reference not set to an instance of an object
4.497963,Exception,NullReferenceException: Object reference not set to an instance of an object
4.513969,Exception,NullReferenceException: Object reference not set to an instance of an object
4.530661,Exception,NullReferenceException: Object reference not set to an instance of an object
4.547102,Exception,NullReferenceException: Object reference not set to an instance of an object
4.563669,Exception,NullReferenceException: Object reference not set to an instance of an object
4.580523,Exception,NullReferenceException: Object reference not set to an instance of an object
4.596802,Exception,NullReferenceException: Object reference not set to an instance of an object
4.613369,Exception,NullReferenceException: Object reference not set to an instance of an object
4.629934,Exception,NullReferenceException: Object reference not set to an instance of an object
4.646715,Exception,NullReferenceException: Object reference not set to an instance of an object
4.663068,Exception,NullReferenceException: Object reference not set to an instance of an object
4.679679,Exception,NullReferenceException: Object reference not set to an instance of an object
4.696317,Exception,NullReferenceException: Object reference not set to an instance of an object
4.712769,Exception,NullReferenceException: Object reference not set to an instance of an object
4.729926,Exception,NullReferenceException: Object reference not set to an instance of an object
4.745984,Exception,NullReferenceException: Object reference not set to an instance of an object
4.762469,Exception,NullReferenceException: Object reference not set to an instance of an object
4.7792,Exception,NullReferenceException: Object reference not set to an instance of an object
4.795967,Exception,NullReferenceException: Object reference not set to an instance of an object
4.812169,Exception,NullReferenceException: Object reference not set to an instance of an object
4.828897,Exception,NullReferenceException: Object reference not set to an instance of an object
4.845302,Exception,NullReferenceException: Object reference not set to an instance of an object
4.862048,Exception,NullReferenceException: Object reference not set to an instance of an object
4.878436,Exception,NullReferenceException: Object reference not set to an instance of an object
4.895003,Exception,NullReferenceException: Object reference not set to an instance of an object
4.911646,Exception,NullReferenceException: Object reference not set to an instance of an object
4.928157,Exception,NullReferenceException: Object reference not set to an instance of an object
4.945102,Exception,NullReferenceException: Object reference not set to an instance of an object
4.961432,Exception,NullReferenceException: Object reference not set to an instance of an object
4.978683,Exception,NullReferenceException: Object reference not set to an instance of an object
4.994403,Exception,NullReferenceException: Object reference not set to an instance of an object
5.010969,Exception,NullReferenceException: Object reference not set to an instance of an object
5.028347,Exception,NullReferenceException: Object reference not set to an instance of an object
5.044932,Exception,NullReferenceException: Object reference not set to an instance of an object
5.060669,Exception,NullReferenceException: Object reference not set to an instance of an object
5.077335,Exception,NullReferenceException: Object reference not set to an instance of an object
5.09393,Exception,NullReferenceException: Object reference not set to an instance of an object
5.110726,Exception,NullReferenceException: Object reference not set to an instance of an object
5.126935,Exception,NullReferenceException: Object reference not set to an instance of an object
5.143887,Exception,NullReferenceException: Object reference not set to an instance of an object
5.160359,Exception,NullReferenceException: Object reference not set to an instance of an object
5.177245,Exception,NullReferenceException: Object reference not set to an instance of an object
5.193303,Exception,NullReferenceException: Object reference not set to an instance of an object
5.210237,Exception,NullReferenceException: Object reference not set to an instance of an object
5.226336,Exception,NullReferenceException: Object reference not set to an instance of an object
5.24315,Exception,NullReferenceException: Object reference not set to an instance of an object
5.260253,Exception,NullReferenceException: Object reference not set to an instance of an object
5.276503,Exception,NullReferenceException: Object reference not set to an instance of an object
5.292604,Exception,NullReferenceException: Object reference not set to an instance of an object
5.309803,Exception,NullReferenceException: Object reference not set to an instance of an object
5.325736,Exception,NullReferenceException: Object reference not set to an instance of an object
5.342963,Exception,NullReferenceException: Object reference not set to an instance of an object
5.358869,Exception,NullReferenceException: Object reference not set to an instance of an object
5.375902,Exception,NullReferenceException: Object reference not set to an instance of an object
5.392002,Exception,NullReferenceException: Object reference not set to an instance of an object
5.408756,Exception,NullReferenceException: Object reference not set to an instance of an object
5.425136,Exception,NullReferenceException: Object reference not set to an instance of an object
5.442259,Exception,NullReferenceException: Object reference not set to an instance of an object
5.459024,Exception,NullReferenceException: Object reference not set to an instance of an object
5.475249,Exception,NullReferenceException: Object reference not set to an instance of an object
5.492235,Exception,NullReferenceException: Object reference not set to an instance of an object
5.508432,Exception,NullReferenceException: Object reference not set to an instance of an object
5.524535,Exception,NullReferenceException: Object reference not set to an instance of an object
5.541499,Exception,NullReferenceException: Object reference not set to an instance of an object
5.558497,Exception,NullReferenceException: Object reference not set to an instance of an object
5.574352,Exception,NullReferenceException: Object reference not set to an instance of an object
5.591267,Exception,NullReferenceException: Object reference not set to an instance of an object
5.607369,Exception,NullReferenceException: Object reference not set to an instance of an object
5.623936,Exception,NullReferenceException: Object reference not set to an instance of an object
5.640779,Exception,NullReferenceException: Object reference not set to an instance of an object
5.657501,Exception,NullReferenceException: Object reference not set to an instance of an object
5.673636,Exception,NullReferenceException: Object reference not set to an instance of an object
5.690375,Exception,NullReferenceException: Object reference not set to an instance of an object
5.706775,Exception,NullReferenceException: Object reference not set to an instance of an object
5.723843,Exception,NullReferenceException: Object reference not set to an instance of an object
5.739948,Exception,NullReferenceException: Object reference not set to an instance of an object
5.756935,Exception,NullReferenceException: Object reference not set to an instance of an object
5.773035,Exception,NullReferenceException: Object reference not set to an instance of an object
5.789602,Exception,NullReferenceException: Object reference not set to an instance of an object
5.80617,Exception,NullReferenceException: Object reference not set to an instance of an object
5.823845,Exception,NullReferenceException: Object reference not set to an instance of an object
5.839735,Exception,NullReferenceException: Object reference not set to an instance of an object
5.856569,Exception,NullReferenceException: Object reference not set to an instance of an object
5.872437,Exception,NullReferenceException: Object reference not set to an instance of an object
5.889002,Exception,NullReferenceException: Object reference not set to an instance of an object
5.905576,Exception,NullReferenceException: Object reference not set to an instance of an object
5.923043,Exception,NullReferenceException: Object reference not set to an instance of an object
5.938703,Exception,NullReferenceException: Object reference not set to an instance of an object
5.955494,Exception,NullReferenceException: Object reference not set to an instance of an object
5.971834,Exception,NullReferenceException: Object reference not set to an instance of an object
5.988523,Exception,NullReferenceException: Object reference not set to an instance of an object
6.005255,Exception,NullReferenceException: Object reference not set to an instance of an object
6.021534,Exception,NullReferenceException: Object reference not set to an instance of an object
6.038773,Exception,NullReferenceException: Object reference not set to an instance of an object
6.054669,Exception,NullReferenceException: Object reference not set to an instance of an object
6.071435,Exception,NullReferenceException: Object reference not set to an instance of an object
6.087801,Exception,NullReferenceException: Object reference not set to an instance of an object
6.104369,Exception,NullReferenceException: Object reference not set to an instance of an object
6.120936,Exception,NullReferenceException: Object reference not set to an instance of an object
6.137502,Exception,NullReferenceException: Object reference not set to an instance of an object
6.154619,Exception,NullReferenceException: Object reference not set to an instance of an object
6.17205,Exception,NullReferenceException: Object reference not set to an instance of an object
6.188617,Exception,NullReferenceException: Object reference not set to an instance of an object
6.205374,Exception,NullReferenceException: Object reference not set to an instance of an object
6.221835,Exception,NullReferenceException: Object reference not set to an instance of an object
6.238866,Exception,NullReferenceException: Object reference not set to an instance of an object
6.254886,Exception,NullReferenceException: Object reference not set to an instance of an object
6.271646,Exception,NullReferenceException: Object reference not set to an instance of an object
6.288462,Exception,NullReferenceException: Object reference not set to an instance of an object
6.388462,Exception,NullReferenceException: Object reference not set to an instance of an object
6.481192,Exception,NullReferenceException: Object reference not set to an instance of an object
6.581192,Exception,NullReferenceException: Object reference not set to an instance of an object
6.597894,Exception,NullReferenceException: Object reference not set to an instance of an object
6.614327,Exception,NullReferenceException: Object reference not set to an instance of an object
6.630894,Exception,NullReferenceException: Object reference not set to an instance of an object
6.652037,Exception,NullReferenceException: Object reference not set to an instance of an object
6.668677,Exception,NullReferenceException: Object reference not set to an instance of an object
6.703921,Exception,NullReferenceException: Object reference not set to an instance of an object
6.72054,Exception,NullReferenceException: Object reference not set to an instance of an object
6.737493,Exception,NullReferenceException: Object reference not set to an instance of an object
6.753623,Exception,NullReferenceException: Object reference not set to an instance of an object
6.77019,Exception,NullReferenceException: Object reference not set to an instance of an object
6.787533,Exception,NullReferenceException: Object reference not set to an instance of an object
6.80349,Exception,NullReferenceException: Object reference not set to an instance of an object
6.81989,Exception,NullReferenceException: Object reference not set to an instance of an object
6.836456,Exception,NullReferenceException: Object reference not set to an instance of an object
6.853356,Exception,NullReferenceException: Object reference not set to an instance of an object
6.869589,Exception,NullReferenceException: Object reference not set to an instance of an object
6.886157,Exception,NullReferenceException: Object reference not set to an instance of an object
6.902723,Exception,NullReferenceException: Object reference not set to an instance of an object
6.91929,Exception,NullReferenceException: Object reference not set to an instance of an object
6.935856,Exception,NullReferenceException: Object reference not set to an instance of an object
6.952668,Exception,NullReferenceException: Object reference not set to an instance of an object
6.96899,Exception,NullReferenceException: Object reference not set to an instance of an object
6.98558,Exception,NullReferenceException: Object reference not set to an instance of an object
7.002124,Exception,NullReferenceException: Object reference not set to an instance of an object
7.01869,Exception,NullReferenceException: Object reference not set to an instance of an object
7.035445,Exception,NullReferenceException: Object reference not set to an instance of an object
7.051824,Exception,NullReferenceException: Object reference not set to an instance of an object
7.06839,Exception,NullReferenceException: Object reference not set to an instance of an object
7.084957,Exception,NullReferenceException: Object reference not set to an instance of an object
7.10177,Exception,NullReferenceException: Object reference not set to an instance of an object
7.142531,Exception,NullReferenceException: Object reference not set to an instance of an object
7.162874,Exception,NullReferenceException: Object reference not set to an instance of an object
7.176103,Exception,NullReferenceException: Object reference not set to an instance of an object
7.193256,Exception,NullReferenceException: Object reference not set to an instance of an object
7.209073,Exception,NullReferenceException: Object reference not set to an instance of an object
7.225398,Exception,NullReferenceException: Object reference not set to an instance of an object
7.242008,Exception,NullReferenceException: Object reference not set to an instance of an object
7.2585,Exception,NullReferenceException: Object reference not set to an instance of an object
7.275805,Exception,NullReferenceException: Object reference not set to an instance of an object
7.292265,Exception,NullReferenceException: Object reference not set to an instance of an object
7.308222,Exception,NullReferenceException: Object reference not set to an instance of an object
7.324767,Exception,NullReferenceException: Object reference not set to an instance of an object
7.341333,Exception,NullReferenceException: Object reference not set to an instance of an object
7.358101,Exception,NullReferenceException: Object reference not set to an instance of an object
7.375044,Exception,NullReferenceException: Object reference not set to an instance of an object
7.392004,Exception,NullReferenceException: Object reference not set to an instance of an object
7.407599,Exception,NullReferenceException: Object reference not set to an instance of an object
7.424166,Exception,NullReferenceException: Object reference not set to an instance of an object
7.440876,Exception,NullReferenceException: Object reference not set to an instance of an object
7.457898,Exception,NullReferenceException: Object reference not set to an instance of an object
7.473866,Exception,NullReferenceException: Object reference not set to an instance of an object
7.490819,Exception,NullReferenceException: Object reference not set to an instance of an object
7.507,Exception,NullReferenceException: Object reference not set to an instance of an object
7.523794,Exception,NullReferenceException: Object reference not set to an instance of an object
7.540682,Exception,NullReferenceException: Object reference not set to an instance of an object
7.556699,Exception,NullReferenceException: Object reference not set to an instance of an object
7.57359,Exception,NullReferenceException: Object reference not set to an instance of an object
7.589833,Exception,NullReferenceException: Object reference not set to an instance of an object
7.606502,Exception,NullReferenceException: Object reference not set to an instance of an object
7.623455,Exception,NullReferenceException: Object reference not set to an instance of an object
7.639533,Exception,NullReferenceException: Object reference not set to an instance of an object
7.656372,Exception,NullReferenceException: Object reference not set to an instance of an object
