directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,times_crashed,reference_trajectory_filename,playercursor_movement_filename
traffic_jam/P_200415154912/S001,traffic_jam,P_200415154912,1,1,1,1,2.0901,14.09697,4,reference_trajectory_T001.csv,playercursor_movement_T001.csv
traffic_jam/P_200415154912/S001,traffic_jam,P_200415154912,1,2,1,2,14.09697,26.10896,5,reference_trajectory_T002.csv,playercursor_movement_T002.csv
traffic_jam/P_200415154912/S001,traffic_jam,P_200415154912,1,3,1,3,26.10896,38.12136,0,reference_trajectory_T003.csv,playercursor_movement_T003.csv
traffic_jam/P_200415154912/S001,traffic_jam,P_200415154912,1,4,1,4,38.12136,44.99976,0,reference_trajectory_T004.csv,playercursor_movement_T004.csv
