directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,reaction_time,hammer_movement_filename
whack_a_mole/P_200411200453/S001,whack_a_mole,P_200411200453,1,1,1,1,5.590236,6.605102,0.4681732,hammer_movement_T001.csv
whack_a_mole/P_200411200453/S001,whack_a_mole,P_200411200453,1,2,1,2,9.175944,14.18936,,hammer_movement_T002.csv
whack_a_mole/P_200411200453/S001,whack_a_mole,P_200411200453,1,3,1,3,17.03949,20.10908,,hammer_movement_T003.csv







