time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
192.5861,-0.1193,2.1,-0.1795,90,45,0
192.602,-0.1193,2.1,-0.1795,90,45,0
192.618,-0.1193,2.1,-0.1795,90,45,0
192.6354,-0.1193,2.1,-0.1795,90,45,0
192.6516,-0.1193,2.1,-0.1795,90,45,0
192.6677,-0.1193,2.1,-0.1795,90,45,0
192.6852,-0.1193,2.1,-0.1795,90,45,0
192.701,-0.1193,2.1,-0.1795,90,45,0
192.7174,-0.1193,2.1,-0.1795,90,45,0
192.7345,-0.1193,2.1,-0.1795,90,45,0
192.7508,-0.1193,2.1,-0.1795,90,45,0
192.7672,-0.1193,2.1,-0.1795,90,45,0
192.7837,-0.1193,2.1,-0.1795,90,45,0
192.8003,-0.1193,2.1,-0.1795,90,45,0
192.8173,-0.1193,2.1,-0.1795,90,45,0
192.8334,-0.1193,2.1,-0.1795,90,45,0
192.85,-0.1193,2.1,-0.1795,90,45,0
192.8673,-0.1193,2.1,-0.1795,90,45,0
192.8831,-0.1193,2.1,-0.1795,90,45,0
192.8997,-0.1193,2.1,-0.1795,90,45,0
192.9166,-0.1193,2.1,-0.1795,90,45,0
192.9329,-0.1193,2.1,-0.1795,90,45,0
192.9497,-0.1193,2.1,-0.1795,90,45,0
192.9659,-0.1193,2.1,-0.1795,90,45,0
192.9825,-0.1193,2.1,-0.1795,90,45,0
192.9991,-0.1193,2.1,-0.1795,90,45,0
193.016,-0.1193,2.1,-0.1795,90,45,0
193.0322,-0.1193,2.1,-0.1795,90,45,0
193.0488,-0.1193,2.1,-0.1795,90,45,0
193.0654,-0.1193,2.1,-0.1795,90,45,0
193.0827,-0.1193,2.1,-0.1795,90,45,0
193.0985,-0.1193,2.1,-0.1795,90,45,0
193.1151,-0.1193,2.1,-0.1795,90,45,0
193.1323,-0.1193,2.1,-0.1795,90,45,0
193.1483,-0.0788,2.1,-0.139,90,45,0
193.1647,-0.0029,2.1,-0.0832,90,45,0
193.1814,0.0832,2.1,-0.0072,90,45,0
193.1982,0.0832,2.1,-0.0072,90,45,0
193.2152,0.3918,2.1,0.2412,90,45,0
193.231,0.6295,2.1,0.4087,90,45,0
193.2476,0.9027,2.1,0.6216,90,45,0
193.2642,1.2063,2.1,0.865,90,45,0
193.2809,1.5707,2.1,1.1691,90,45,0
193.2973,1.5707,2.1,1.1691,90,45,0
