time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
188.2777,0.2304,2.1,0.2304,90,45,0
188.2947,0.2304,2.1,0.2304,90,45,0
188.3107,0.2304,2.1,0.2304,90,45,0
188.3276,0.2304,2.1,0.2304,90,45,0
188.3438,0.2304,2.1,0.2304,90,45,0
188.3605,0.2304,2.1,0.2304,90,45,0
188.377,0.2304,2.1,0.2304,90,45,0
188.3935,0.2304,2.1,0.2304,90,45,0
188.4104,0.2304,2.1,0.2304,90,45,0
188.4267,0.2304,2.1,0.2304,90,45,0
188.4433,0.2304,2.1,0.2304,90,45,0
188.4598,0.2304,2.1,0.2304,90,45,0
188.4764,0.2304,2.1,0.2304,90,45,0
188.493,0.2304,2.1,0.2304,90,45,0
188.5095,0.2304,2.1,0.2304,90,45,0
188.5271,0.2304,2.1,0.2304,90,45,0
188.5426,0.2304,2.1,0.2304,90,45,0
188.5592,0.2304,2.1,0.2304,90,45,0
188.576,0.2304,2.1,0.2304,90,45,0
188.5923,0.2304,2.1,0.2304,90,45,0
188.6095,0.2304,2.1,0.2304,90,45,0
188.6255,0.2304,2.1,0.2304,90,45,0
188.642,0.2304,2.1,0.2304,90,45,0
188.6586,0.2304,2.1,0.2304,90,45,0
188.6753,0.2304,2.1,0.2304,90,45,0
188.6917,0.2304,2.1,0.2304,90,45,0
188.7083,0.2103,2.1,0.2505,90,45,0
188.7251,0.1401,2.1,0.3208,90,45,0
188.7422,-0.0908,2.1,0.5516,90,45,0
188.7581,-0.0908,2.1,0.5516,90,45,0
188.775,-0.4922,2.1,0.9733,90,45,0
188.7911,-0.6779,2.1,1.1591,90,45,0
188.8079,-0.8436,2.1,1.3247,90,45,0
188.8243,-1.0244,2.1,1.4751,90,45,0
188.8409,-1.2605,2.1,1.6707,90,45,0
188.8578,-1.2605,2.1,1.6707,90,45,0
