directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,reaction_time,hammer_movement_filename
whack_a_mole/P_200412205451/S001,whack_a_mole,P_200412205451,1,1,1,1,6.643638,6.66068,,hammer_movement_T001.csv
whack_a_mole/P_200412205451/S001,whack_a_mole,P_200412205451,1,2,1,2,8.586143,8.602932,,hammer_movement_T002.csv
whack_a_mole/P_200412205451/S001,whack_a_mole,P_200412205451,1,3,1,3,11.45245,11.46874,,hammer_movement_T003.csv







