directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time
advanced_example_1/P_200411182658/S001,advanced_example_1,P_200411182658,1,1,1,1,9.732903,10.35473









