time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
16.24447,-0.2018,2.1,-0.0539,90,45,0
16.26124,-0.2018,2.1,-0.0539,90,45,0
16.27807,-0.2018,2.1,-0.0539,90,45,0
16.29451,-0.2018,2.1,-0.0539,90,45,0
16.31092,-0.2018,2.1,-0.0539,90,45,0
16.3273,-0.2018,2.1,-0.0539,90,45,0
16.34387,-0.2018,2.1,-0.0539,90,45,0
16.36043,-0.2018,2.1,-0.0539,90,45,0
16.377,-0.2018,2.1,-0.0539,90,45,0
16.40464,-0.2018,2.1,-0.0539,90,45,0
16.42146,-0.2018,2.1,-0.0539,90,45,0
16.43817,-0.2018,2.1,-0.0539,90,45,0
16.45435,-0.2018,2.1,-0.0539,90,45,0
16.47091,-0.2018,2.1,-0.0539,90,45,0
16.48837,-0.2018,2.1,-0.0539,90,45,0
16.50429,-0.2018,2.1,-0.0539,90,45,0
16.52061,-0.2018,2.1,-0.0539,90,45,0
16.53718,-0.2018,2.1,-0.0539,90,45,0
16.55375,-0.2018,2.1,-0.0539,90,45,0
16.57065,-0.2018,2.1,-0.0539,90,45,0
16.58737,-0.2018,2.1,-0.0539,90,45,0
16.60345,-0.1947,2.1,-0.0468,90,45,0
16.62001,-0.1947,2.1,-0.0468,90,45,0
16.63732,-0.1947,2.1,-0.0468,90,45,0
16.65353,-0.1947,2.1,-0.0468,90,45,0
16.66971,-0.1947,2.1,-0.0468,90,45,0
16.68628,-0.1947,2.1,-0.0468,90,45,0
16.70285,-0.1947,2.1,-0.0468,90,45,0
16.71941,-0.1947,2.1,-0.0468,90,45,0
16.736,-0.1947,2.1,-0.0468,90,45,0
16.75255,-0.1947,2.1,-0.0468,90,45,0
16.76911,-0.1947,2.1,-0.0468,90,45,0
16.78626,-0.1947,2.1,-0.0468,90,45,0
16.80242,-0.1947,2.1,-0.0468,90,45,0
16.81881,-0.1947,2.1,-0.0468,90,45,0
16.83552,-0.1947,2.1,-0.0468,90,45,0
16.85195,-0.1947,2.1,-0.0468,90,45,0
16.86851,-0.1947,2.1,-0.0468,90,45,0
16.88509,-0.1947,2.1,-0.0468,90,45,0
