timestamp,log_type,message
0,Log,Loaded: C:\Users\andrea\Desktop\MyPam Suite Working Folder\MyPam-Suite\Participant Data and Results\participant_list.csv
6.341737,Log,Updating: C:\Users\andrea\Desktop\MyPam Suite Working Folder\MyPam-Suite\Participant Data and Results\participant_list.csv
6.376236,Exception,NullReferenceException: Object reference not set to an instance of an object
6.393167,Exception,NullReferenceException: Object reference not set to an instance of an object
6.409372,Exception,NullReferenceException: Object reference not set to an instance of an object
6.440149,Exception,NullReferenceException: Object reference not set to an instance of an object
6.45682,Exception,NullReferenceException: Object reference not set to an instance of an object
6.47406,Exception,NullReferenceException: Object reference not set to an instance of an object
6.489851,Exception,NullReferenceException: Object reference not set to an instance of an object
6.506649,Exception,NullReferenceException: Object reference not set to an instance of an object
6.522985,Exception,NullReferenceException: Object reference not set to an instance of an object
6.540265,Exception,NullReferenceException: Object reference not set to an instance of an object
6.556118,Exception,NullReferenceException: Object reference not set to an instance of an object
6.572684,Exception,NullReferenceException: Object reference not set to an instance of an object
6.589327,Exception,NullReferenceException: Object reference not set to an instance of an object
6.605817,Exception,NullReferenceException: Object reference not set to an instance of an object
6.622385,Exception,NullReferenceException: Object reference not set to an instance of an object
6.639256,Exception,NullReferenceException: Object reference not set to an instance of an object
6.655733,Exception,NullReferenceException: Object reference not set to an instance of an object
6.672265,Exception,NullReferenceException: Object reference not set to an instance of an object
6.688652,Exception,NullReferenceException: Object reference not set to an instance of an object
6.705966,Exception,NullReferenceException: Object reference not set to an instance of an object
6.721886,Exception,NullReferenceException: Object reference not set to an instance of an object
6.738655,Exception,NullReferenceException: Object reference not set to an instance of an object
6.754918,Exception,NullReferenceException: Object reference not set to an instance of an object
6.771485,Exception,NullReferenceException: Object reference not set to an instance of an object
6.78888,Exception,NullReferenceException: Object reference not set to an instance of an object
6.804617,Exception,NullReferenceException: Object reference not set to an instance of an object
6.821184,Exception,NullReferenceException: Object reference not set to an instance of an object
6.838522,Exception,NullReferenceException: Object reference not set to an instance of an object
6.854318,Exception,NullReferenceException: Object reference not set to an instance of an object
6.870932,Exception,NullReferenceException: Object reference not set to an instance of an object
6.887561,Exception,NullReferenceException: Object reference not set to an instance of an object
6.904482,Exception,NullReferenceException: Object reference not set to an instance of an object
6.920589,Exception,NullReferenceException: Object reference not set to an instance of an object
6.937483,Exception,NullReferenceException: Object reference not set to an instance of an object
6.953906,Exception,NullReferenceException: Object reference not set to an instance of an object
6.970284,Exception,NullReferenceException: Object reference not set to an instance of an object
6.987035,Exception,NullReferenceException: Object reference not set to an instance of an object
7.004235,Exception,NullReferenceException: Object reference not set to an instance of an object
7.019985,Exception,NullReferenceException: Object reference not set to an instance of an object
7.036551,Exception,NullReferenceException: Object reference not set to an instance of an object
7.053118,Exception,NullReferenceException: Object reference not set to an instance of an object
7.069685,Exception,NullReferenceException: Object reference not set to an instance of an object
7.08692,Exception,NullReferenceException: Object reference not set to an instance of an object
7.102867,Exception,NullReferenceException: Object reference not set to an instance of an object
7.119967,Exception,NullReferenceException: Object reference not set to an instance of an object
7.13629,Exception,NullReferenceException: Object reference not set to an instance of an object
7.152518,Exception,NullReferenceException: Object reference not set to an instance of an object
7.169779,Exception,NullReferenceException: Object reference not set to an instance of an object
7.185651,Exception,NullReferenceException: Object reference not set to an instance of an object
7.202312,Exception,NullReferenceException: Object reference not set to an instance of an object
7.219353,Exception,NullReferenceException: Object reference not set to an instance of an object
7.235358,Exception,NullReferenceException: Object reference not set to an instance of an object
7.252553,Exception,NullReferenceException: Object reference not set to an instance of an object
7.26852,Exception,NullReferenceException: Object reference not set to an instance of an object
7.285484,Exception,NullReferenceException: Object reference not set to an instance of an object
7.30174,Exception,NullReferenceException: Object reference not set to an instance of an object
7.318441,Exception,NullReferenceException: Object reference not set to an instance of an object
7.334751,Exception,NullReferenceException: Object reference not set to an instance of an object
7.351507,Exception,NullReferenceException: Object reference not set to an instance of an object
7.367885,Exception,NullReferenceException: Object reference not set to an instance of an object
7.384451,Exception,NullReferenceException: Object reference not set to an instance of an object
7.401018,Exception,NullReferenceException: Object reference not set to an instance of an object
7.417584,Exception,NullReferenceException: Object reference not set to an instance of an object
7.434349,Exception,NullReferenceException: Object reference not set to an instance of an object
7.451283,Exception,NullReferenceException: Object reference not set to an instance of an object
7.468373,Exception,NullReferenceException: Object reference not set to an instance of an object
7.484345,Exception,NullReferenceException: Object reference not set to an instance of an object
7.500667,Exception,NullReferenceException: Object reference not set to an instance of an object
7.516985,Exception,NullReferenceException: Object reference not set to an instance of an object
7.533551,Exception,NullReferenceException: Object reference not set to an instance of an object
7.55036,Exception,NullReferenceException: Object reference not set to an instance of an object
7.56721,Exception,NullReferenceException: Object reference not set to an instance of an object
7.583253,Exception,NullReferenceException: Object reference not set to an instance of an object
7.599817,Exception,NullReferenceException: Object reference not set to an instance of an object
7.616472,Exception,NullReferenceException: Object reference not set to an instance of an object
7.632951,Exception,NullReferenceException: Object reference not set to an instance of an object
7.650144,Exception,NullReferenceException: Object reference not set to an instance of an object
7.66692,Exception,NullReferenceException: Object reference not set to an instance of an object
7.682651,Exception,NullReferenceException: Object reference not set to an instance of an object
7.699612,Exception,NullReferenceException: Object reference not set to an instance of an object
7.715784,Exception,NullReferenceException: Object reference not set to an instance of an object
7.732778,Exception,NullReferenceException: Object reference not set to an instance of an object
7.748918,Exception,NullReferenceException: Object reference not set to an instance of an object
7.765936,Exception,NullReferenceException: Object reference not set to an instance of an object
7.782887,Exception,NullReferenceException: Object reference not set to an instance of an object
7.798838,Exception,NullReferenceException: Object reference not set to an instance of an object
7.815188,Exception,NullReferenceException: Object reference not set to an instance of an object
7.832129,Exception,NullReferenceException: Object reference not set to an instance of an object
7.848318,Exception,NullReferenceException: Object reference not set to an instance of an object
7.865057,Exception,NullReferenceException: Object reference not set to an instance of an object
7.881761,Exception,NullReferenceException: Object reference not set to an instance of an object
7.898031,Exception,NullReferenceException: Object reference not set to an instance of an object
7.914639,Exception,NullReferenceException: Object reference not set to an instance of an object
