time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
7.78353,0,0,0,0,0,0
7.839513,0,0,0,0,0,0
7.907777,0,0,0,0,0,0
7.924346,0,0,0,0,0,0
7.941115,0,0,0,0,0,0
7.95748,0,0,0,0,0,0
7.974046,0,0,0,0,0,0
7.990613,0,0,0,0,0,0
8.00718,0,0,0,0,0,0
8.023794,0,0,0,0,0,0
8.041382,0,0,0,0,0,0
8.057432,0,0,0,0,0,0
8.073446,0,0,0,0,0,0
8.09009,0,0,0,0,0,0
8.10658,0,0,0,0,0,0
8.123683,0,0,0,0,0,0
8.139713,0,0,0,0,0,0
8.15628,0,0,0,0,0,0
8.173265,0,0,0,0,0,0
8.189413,0,0,0,0,0,0
8.205991,0,0,0,0,0,0
8.222838,0,0,0,0,0,0
8.23989,0,0,0,0,0,0
8.25568,0,0,0,0,0,0
8.272246,0,0,0,0,0,0
8.288813,0,0,0,0,0,0
8.30553,0,0,0,0,0,0
8.322522,0,0,0,0,0,0
8.338951,0,0,0,0,0,0
8.35508,0,0,0,0,0,0
8.371675,0,0,0,0,0,0
8.388928,0,0,0,0,0,0
8.404786,0,0,0,0,0,0
8.421347,0,0,0,0,0,0
8.437914,0,0,0,0,0,0
8.455079,0,0,0,0,0,0
8.471046,0,0,0,0,0,0
8.487613,0,0,0,0,0,0
8.504345,0,0,0,0,0,0
8.521667,0,0,0,0,0,0
8.537312,0,0,0,0,0,0
8.554254,0,0,0,0,0,0
8.571296,0,0,0,0,0,0
8.587165,0,0,0,0,0,0
8.60358,0,0,0,0,0,0
8.620147,0.0605,0,-0.2791,0,0,0
8.636713,0.0605,0,-0.2791,0,0,0
8.653388,0.0605,0,-0.2791,0,0,0
8.670792,0.0605,0,-0.2791,0,0,0
8.687226,0.0605,0,-0.2791,0,0,0
8.703402,0.0605,0,-0.2791,0,0,0
8.719835,0.0605,0,-0.2791,0,0,0
8.736488,-0.0398,0,-0.3443,0,0,0
8.752805,-0.0635,0,-0.3914,0,0,0
8.769419,-0.0696,0,-0.4326,0,0,0
8.785951,-0.0697,0,-0.4679,0,0,0
8.802381,-0.0698,0,-0.4915,0,0,0
8.818945,-0.0698,0,-0.4915,0,0,0
8.835769,-0.064,0,-0.5091,0,0,0
8.85208,-0.064,0,-0.5091,0,0,0
8.868647,-0.064,0,-0.5091,0,0,0
8.885213,-0.064,0,-0.5091,0,0,0
8.902076,-0.064,0,-0.5091,0,0,0
8.918346,-0.064,0,-0.5091,0,0,0
8.935384,-0.064,0,-0.5091,0,0,0
8.951479,-0.1168,0,-0.4681,0,0,0
8.968131,-0.1812,0,-0.4037,0,0,0
8.984612,-0.2573,0,-0.3276,0,0,0
9.00118,-0.3335,0,-0.2515,0,0,0
9.017746,-0.3335,0,-0.2515,0,0,0
9.034573,-0.4976,0,-0.1346,0,0,0
9.051559,-0.5916,0,-0.0997,0,0,0
9.067648,-0.6973,0,-0.0766,0,0,0
9.084089,-0.7561,0,-0.0534,0,0,0
9.101458,-0.7972,0,-0.0477,0,0,0
9.117146,-0.7972,0,-0.0477,0,0,0
9.133713,-0.9265,0,-0.0247,0,0,0
9.15028,-0.9736,0,-0.0249,0,0,0
9.167478,-1.0559,0,-0.0253,0,0,0
9.183413,-1.1206,0,-0.0315,0,0,0
9.199978,-1.1206,0,-0.0315,0,0,0
9.216546,-1.2796,0,-0.0616,0,0,0
9.23387,-1.3444,0,-0.0913,0,0,0
