directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,times_crashed,playercursor_movement_filename
traffic_jam/P_200415150309/S001,traffic_jam,P_200415150309,1,1,1,1,7.78353,19.78614,2,playercursor_movement_T001.csv



